full_date,minute,heart_rate,steps_per_minute
2024-01-01,419,73.6,0
2024-01-01,420,74.3,0
2024-01-01,421,76.3,0
2024-01-01,422,76.0,0
2024-01-01,423,76.6,0
2024-01-01,424,78.2,0
2024-01-01,425,72.5,0
2024-01-01,426,77.9,0
2024-01-01,427,76.0,0
2024-01-01,428,75.6,0
2024-01-01,429,73.1,0
2024-01-01,430,77.0,0
2024-01-01,431,71.2,0
2024-01-01,432,77.3,0
2024-01-01,433,73.0,0
2024-01-01,434,76.1,0
2024-01-01,435,75.8,0
2024-01-01,436,78.3,0
2024-01-01,437,75.6,0
2024-01-01,438,74.6,0
2024-01-01,439,75.0,0
2024-01-01,440,78.5,0
2024-01-01,441,77.1,0
2024-01-01,442,75.2,0
2024-01-01,443,75.5,0
2024-01-01,444,72.9,0
2024-01-01,445,76.8,0
2024-01-01,446,72.5,0
2024-01-01,447,77.5,0
2024-01-01,448,76.3,0
2024-01-01,449,80.8,0
2024-01-01,450,73.8,0
2024-01-01,451,75.8,0
2024-01-01,452,79.6,0
2024-01-01,453,78.4,0
2024-01-01,454,74.6,0
2024-01-01,455,76.4,0
2024-01-01,456,76.0,0
2024-01-01,457,76.6,0
2024-01-01,458,74.6,0
2024-01-01,459,75.8,0
2024-01-01,460,72.8,0
2024-01-01,461,76.3,0
2024-01-01,462,76.9,0
2024-01-01,463,75.5,0
2024-01-01,464,72.8,0
2024-01-01,465,78.0,0
2024-01-01,466,76.7,0
2024-01-01,467,74.5,0
2024-01-01,468,75.4,0
2024-01-01,469,73.0,0
2024-01-01,470,73.9,0
2024-01-01,471,74.9,0
2024-01-01,472,78.5,0
2024-01-01,473,74.7,0
2024-01-01,474,77.3,0
2024-01-01,475,74.9,0
2024-01-01,476,76.5,0
2024-01-01,477,75.7,0
2024-01-01,478,77.7,0
2024-01-01,479,74.9,0
2024-01-01,480,72.9,0
2024-01-01,481,73.2,0
2024-01-01,482,74.9,0
2024-01-01,483,73.5,0
2024-01-01,484,76.8,0
2024-01-01,485,75.1,0
2024-01-01,486,80.7,0
2024-01-01,487,72.5,0
2024-01-01,488,76.4,0
2024-01-01,489,73.7,0
2024-01-01,490,75.0,0
2024-01-01,491,76.3,0
2024-01-01,492,71.3,0
2024-01-01,493,76.5,0
2024-01-01,494,79.8,0
2024-01-01,495,75.1,0
2024-01-01,496,76.5,0
2024-01-01,497,78.0,0
2024-01-01,498,75.7,0
2024-01-01,499,74.8,0
2024-01-01,500,71.4,0
2024-01-01,501,77.3,0
2024-01-01,502,75.8,0
2024-01-01,503,74.0,0
2024-01-01,504,76.3,0
2024-01-01,505,74.8,0
2024-01-01,506,74.9,0
2024-01-01,507,77.2,0
2024-01-01,508,73.3,0
2024-01-01,509,78.1,0
2024-01-01,510,73.2,0
2024-01-01,511,74.7,0
2024-01-01,512,79.8,0
2024-01-01,513,78.3,0
2024-01-01,514,76.2,0
2024-01-01,515,74.1,0
2024-01-01,516,74.9,0
2024-01-01,517,76.1,0
2024-01-01,518,76.1,0
2024-01-01,519,75.8,0
2024-01-01,520,75.9,0
2024-01-01,521,75.6,0
2024-01-01,522,73.1,0
2024-01-01,523,75.0,0
2024-01-01,524,77.8,0
2024-01-01,525,73.3,0
2024-01-01,526,75.6,0
2024-01-01,527,74.4,0
2024-01-01,528,76.2,0
2024-01-01,529,75.2,0
2024-01-01,530,79.0,0
2024-01-01,531,77.0,0
2024-01-01,532,73.4,0
2024-01-01,533,77.3,0
2024-01-01,534,74.5,0
2024-01-01,535,74.8,0
2024-01-01,536,76.6,0
2024-01-01,537,75.0,0
2024-01-01,538,77.8,0
2024-01-01,539,74.5,0
2024-01-01,540,74.8,0
2024-01-01,541,74.7,0
2024-01-01,542,74.9,0
2024-01-01,543,78.2,0
2024-01-01,544,77.3,0
2024-01-01,545,79.4,0
2024-01-01,546,80.5,0
2024-01-01,547,73.9,0
2024-01-01,548,76.1,0
2024-01-01,549,73.6,0
2024-01-01,550,74.4,0
2024-01-01,551,74.7,0
2024-01-01,552,73.9,0
2024-01-01,553,73.9,0
2024-01-01,554,75.7,0
2024-01-01,555,73.6,0
2024-01-01,556,77.7,0
2024-01-01,557,74.2,0
2024-01-01,558,81.6,2
2024-01-01,559,75.1,0
2024-01-01,560,76.1,0
2024-01-01,561,73.4,0
2024-01-01,562,79.4,0
2024-01-01,563,78.2,0
2024-01-01,564,76.6,0
2024-01-01,565,73.3,0
2024-01-01,566,76.4,0
2024-01-01,567,73.8,0
2024-01-01,568,78.9,0
2024-01-01,569,77.6,0
2024-01-01,570,76.2,0
2024-01-01,571,71.1,0
2024-01-01,572,74.0,0
2024-01-01,573,77.4,0
2024-01-01,574,78.4,0
2024-01-01,575,78.2,0
2024-01-01,576,72.8,0
2024-01-01,577,76.6,0
2024-01-01,578,78.0,0
2024-01-01,579,72.7,0
2024-01-01,580,76.0,0
2024-01-01,581,76.5,0
2024-01-01,582,75.4,0
2024-01-01,583,72.3,0
2024-01-01,584,75.3,0
2024-01-01,585,75.3,0
2024-01-01,586,75.7,0
2024-01-01,587,74.9,0
2024-01-01,588,75.1,0
2024-01-01,589,75.9,0
2024-01-01,590,76.9,0
2024-01-01,591,75.4,0
2024-01-01,592,75.2,0
2024-01-01,593,76.2,0
2024-01-01,594,72.2,0
2024-01-01,595,77.0,0
2024-01-01,596,76.0,0
2024-01-01,597,76.1,0
2024-01-01,598,77.9,0
2024-01-01,599,72.1,0
2024-01-01,600,72.1,0
2024-01-01,601,76.5,0
2024-01-01,602,76.0,0
2024-01-01,603,76.3,0
2024-01-01,604,75.1,0
2024-01-01,605,77.3,0
2024-01-01,606,77.9,0
2024-01-01,607,77.0,0
2024-01-01,608,75.5,0
2024-01-01,609,71.8,0
2024-01-01,610,77.5,0
2024-01-01,611,78.4,0
2024-01-01,612,77.3,0
2024-01-01,613,74.2,0
2024-01-01,614,77.3,0
2024-01-01,615,77.7,0
2024-01-01,616,79.1,0
2024-01-01,617,74.2,0
2024-01-01,618,75.5,0
2024-01-01,619,77.5,0
2024-01-01,620,76.1,0
2024-01-01,621,73.8,0
2024-01-01,622,76.8,0
2024-01-01,623,77.2,0
2024-01-01,624,76.2,0
2024-01-01,625,76.4,0
2024-01-01,626,75.5,0
2024-01-01,627,79.0,0
2024-01-01,628,74.2,0
2024-01-01,629,74.8,0
2024-01-01,630,76.0,0
2024-01-01,631,77.8,0
2024-01-01,632,73.0,0
2024-01-01,633,73.4,0
2024-01-01,634,71.9,0
2024-01-01,635,76.1,0
2024-01-01,636,73.8,0
2024-01-01,637,75.2,0
2024-01-01,638,77.3,0
2024-01-01,639,74.7,0
2024-01-01,640,76.5,0
2024-01-01,641,75.4,0
2024-01-01,642,77.3,0
2024-01-01,643,77.0,0
2024-01-01,644,74.6,0
2024-01-01,645,75.7,0
2024-01-01,646,78.1,0
2024-01-01,647,76.8,0
2024-01-01,648,73.2,0
2024-01-01,649,77.3,0
2024-01-01,650,73.8,0
2024-01-01,651,78.8,0
2024-01-01,652,78.0,0
2024-01-01,653,76.6,0
2024-01-01,654,76.3,0
2024-01-01,655,75.6,0
2024-01-01,656,77.4,0
2024-01-01,657,75.3,0
2024-01-01,658,76.5,0
2024-01-01,659,77.7,0
2024-01-01,660,74.9,0
2024-01-01,661,74.8,0
2024-01-01,662,73.6,0
2024-01-01,663,73.9,0
2024-01-01,664,72.3,0
2024-01-01,665,77.5,0
2024-01-01,666,79.6,0
2024-01-01,667,78.9,0
2024-01-01,668,72.7,0
2024-01-01,669,77.4,0
2024-01-01,670,78.8,0
2024-01-01,671,75.1,0
2024-01-01,672,76.2,0
2024-01-01,673,72.0,0
2024-01-01,674,76.5,0
2024-01-01,675,73.9,0
2024-01-01,676,76.4,0
2024-01-01,677,72.9,0
2024-01-01,678,77.1,0
2024-01-01,679,78.0,0
2024-01-01,680,74.4,0
2024-01-01,681,73.7,0
2024-01-01,682,71.7,0
2024-01-01,683,75.5,0
2024-01-01,684,74.8,0
2024-01-01,685,72.9,0
2024-01-01,686,76.9,0
2024-01-01,687,75.1,0
2024-01-01,688,73.8,0
2024-01-01,689,74.9,0
2024-01-01,690,78.1,0
2024-01-01,691,77.2,0
2024-01-01,692,75.7,0
2024-01-01,693,77.2,0
2024-01-01,694,73.7,0
2024-01-01,695,76.1,0
2024-01-01,696,76.3,0
2024-01-01,697,75.1,0
2024-01-01,698,76.9,0
2024-01-01,699,74.4,0
2024-01-01,700,77.0,0
2024-01-01,701,77.1,0
2024-01-01,702,70.2,0
2024-01-01,703,78.4,0
2024-01-01,704,69.9,0
2024-01-01,705,74.8,0
2024-01-01,706,78.1,0
2024-01-01,707,75.4,0
2024-01-01,708,73.1,0
2024-01-01,709,73.8,0
2024-01-01,710,78.1,0
2024-01-01,711,72.2,0
2024-01-01,712,78.3,0
2024-01-01,713,75.9,0
2024-01-01,714,73.6,0
2024-01-01,715,74.8,0
2024-01-01,716,74.0,0
2024-01-01,717,77.7,0
2024-01-01,718,77.5,0
2024-01-01,719,72.6,0
2024-01-01,720,75.2,0
2024-01-01,721,74.3,0
2024-01-01,722,78.6,0
2024-01-01,723,73.3,0
2024-01-01,724,79.2,0
2024-01-01,725,75.9,0
2024-01-01,726,73.7,0
2024-01-01,727,74.6,0
2024-01-01,728,74.4,0
2024-01-01,729,73.5,0
2024-01-01,730,76.2,0
2024-01-01,731,73.5,0
2024-01-01,732,71.6,0
2024-01-01,733,75.2,0
2024-01-01,734,72.4,0
2024-01-01,735,74.5,0
2024-01-01,736,74.2,0
2024-01-01,737,74.3,0
2024-01-01,738,80.0,0
2024-01-01,739,76.1,0
2024-01-01,740,76.5,0
2024-01-01,741,72.4,0
2024-01-01,742,74.7,0
2024-01-01,743,76.4,0
2024-01-01,744,74.0,0
2024-01-01,745,77.8,0
2024-01-01,746,73.6,0
2024-01-01,747,75.4,0
2024-01-01,748,74.8,0
2024-01-01,749,76.3,0
2024-01-01,750,74.7,0
2024-01-01,751,75.5,0
2024-01-01,752,75.5,0
2024-01-01,753,74.5,0
2024-01-01,754,77.0,0
2024-01-01,755,76.5,0
2024-01-01,756,75.8,0
2024-01-01,757,75.1,0
2024-01-01,758,77.6,0
2024-01-01,759,75.5,0
2024-01-01,760,75.4,0
2024-01-01,761,76.2,0
2024-01-01,762,79.4,0
2024-01-01,763,73.3,0
2024-01-01,764,77.5,0
2024-01-01,765,72.2,0
2024-01-01,766,76.4,0
2024-01-01,767,79.2,0
2024-01-01,768,77.0,0
2024-01-01,769,76.3,0
2024-01-01,770,74.9,0
2024-01-01,771,76.1,0
2024-01-01,772,75.5,0
2024-01-01,773,74.4,0
2024-01-01,774,75.4,0
2024-01-01,775,76.4,0
2024-01-01,776,74.5,0
2024-01-01,777,74.4,0
2024-01-01,778,73.3,0
2024-01-01,779,76.8,0
2024-01-01,780,77.1,0
2024-01-01,781,76.5,0
2024-01-01,782,77.9,0
2024-01-01,783,76.2,0
2024-01-01,784,76.8,0
2024-01-01,785,76.6,0
2024-01-01,786,75.8,0
2024-01-01,787,74.9,0
2024-01-01,788,80.4,0
2024-01-01,789,75.1,0
2024-01-01,790,74.7,0
2024-01-01,791,76.9,0
2024-01-01,792,76.5,0
2024-01-01,793,73.2,0
2024-01-01,794,78.2,0
2024-01-01,795,75.8,0
2024-01-01,796,73.8,0
2024-01-01,797,78.4,0
2024-01-01,798,77.3,0
2024-01-01,799,73.5,0
2024-01-01,800,79.6,0
2024-01-01,801,77.3,0
2024-01-01,802,76.0,0
2024-01-01,803,79.2,0
2024-01-01,804,76.3,0
2024-01-01,805,75.9,0
2024-01-01,806,74.7,0
2024-01-01,807,77.2,0
2024-01-01,808,77.0,0
2024-01-01,809,76.0,0
2024-01-01,810,74.4,0
2024-01-01,811,76.3,0
2024-01-01,812,75.9,0
2024-01-01,813,73.3,0
2024-01-01,814,73.1,0
2024-01-01,815,77.1,0
2024-01-01,816,70.8,0
2024-01-01,817,76.4,0
2024-01-01,818,75.0,0
2024-01-01,819,78.6,0
2024-01-01,820,75.0,0
2024-01-01,821,77.3,0
2024-01-01,822,75.2,0
2024-01-01,823,76.2,0
2024-01-01,824,77.5,0
2024-01-01,825,75.1,0
2024-01-01,826,78.0,0
2024-01-01,827,74.0,0
2024-01-01,828,76.6,0
2024-01-01,829,77.8,0
2024-01-01,830,77.3,0
2024-01-01,831,79.8,0
2024-01-01,832,74.5,0
2024-01-01,833,73.2,0
2024-01-01,834,74.0,0
2024-01-01,835,77.3,0
2024-01-01,836,77.0,0
2024-01-01,837,76.2,0
2024-01-01,838,73.8,0
2024-01-01,839,77.5,0
2024-01-01,840,73.6,0
2024-01-01,841,78.3,0
2024-01-01,842,81.7,6
2024-01-01,843,76.7,0
2024-01-01,844,77.2,0
2024-01-01,845,75.0,0
2024-01-01,846,72.4,0
2024-01-01,847,74.8,0
2024-01-01,848,73.8,0
2024-01-01,849,73.1,0
2024-01-01,850,79.4,0
2024-01-01,851,76.5,0
2024-01-01,852,76.8,0
2024-01-01,853,75.4,0
2024-01-01,854,75.7,0
2024-01-01,855,77.9,0
2024-01-01,856,75.9,0
2024-01-01,857,77.1,0
2024-01-01,858,75.6,0
2024-01-01,859,75.3,0
2024-01-01,860,73.2,0
2024-01-01,861,72.0,0
2024-01-01,862,75.5,0
2024-01-01,863,76.1,0
2024-01-01,864,73.4,0
2024-01-01,865,75.9,0
2024-01-01,866,76.1,0
2024-01-01,867,71.7,0
2024-01-01,868,74.2,0
2024-01-01,869,76.8,0
2024-01-01,870,76.8,0
2024-01-01,871,73.7,0
2024-01-01,872,76.3,0
2024-01-01,873,78.0,0
2024-01-01,874,77.6,0
2024-01-01,875,75.8,0
2024-01-01,876,75.1,0
2024-01-01,877,74.7,0
2024-01-01,878,76.9,0
2024-01-01,879,76.4,0
2024-01-01,880,77.3,0
2024-01-01,881,76.3,0
2024-01-01,882,77.6,0
2024-01-01,883,76.2,0
2024-01-01,884,77.6,0
2024-01-01,885,77.7,0
2024-01-01,886,74.4,0
2024-01-01,887,72.4,0
2024-01-01,888,79.1,0
2024-01-01,889,76.5,0
2024-01-01,890,72.6,0
2024-01-01,891,74.6,0
2024-01-01,892,77.5,0
2024-01-01,893,75.4,0
2024-01-01,894,75.0,0
2024-01-01,895,78.8,0
2024-01-01,896,73.9,0
2024-01-01,897,74.4,0
2024-01-01,898,76.4,0
2024-01-01,899,76.8,0
2024-01-01,900,77.0,0
2024-01-01,901,77.8,0
2024-01-01,902,76.4,0
2024-01-01,903,77.0,0
2024-01-01,904,75.5,0
2024-01-01,905,76.1,0
2024-01-01,906,76.2,0
2024-01-01,907,76.4,0
2024-01-01,908,77.5,0
2024-01-01,909,77.1,0
2024-01-01,910,76.1,0
2024-01-01,911,74.4,0
2024-01-01,912,76.1,0
2024-01-01,913,75.9,0
2024-01-01,914,76.4,0
2024-01-01,915,80.4,0
2024-01-01,916,75.0,0
2024-01-01,917,76.8,0
2024-01-01,918,78.1,0
2024-01-01,919,76.2,0
2024-01-01,920,80.7,0
2024-01-01,921,75.2,0
2024-01-01,922,76.6,0
2024-01-01,923,74.4,0
2024-01-01,924,75.3,0
2024-01-01,925,76.5,0
2024-01-01,926,77.7,0
2024-01-01,927,76.6,0
2024-01-01,928,78.5,0
2024-01-01,929,75.8,0
